"","SIGLA_UF","NOME_MUNICIPIO","SIGLA_PARTIDO","NOME_PARTIDO","QTDE_VOTOS_NOMINAIS","leftist_party","date"
"1213","BA","LAJEDO DO TABOCAL","PSB","PARTIDO SOCIALISTA BRASILEIRO",2156,1,"2012-10-07"
"1214","BA","LICÍNIO DE ALMEIDA","PV","PARTIDO VERDE",3961,1,"2012-10-07"
"1215","BA","ANDORINHA","PRP","PARTIDO REPUBLICANO PROGRESSISTA",14,0,"2012-10-07"
"1216","BA","CONTENDAS DO SINCORÁ","PRP","PARTIDO REPUBLICANO PROGRESSISTA",577,0,"2012-10-07"
"1217","BA","SENTO SÉ","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",11018,0,"2012-10-07"
"1218","BA","EUNÁPOLIS","PSOL","PARTIDO SOCIALISMO E LIBERDADE",1437,1,"2012-10-07"
"1219","BA","AURELINO LEAL","PSOL","PARTIDO SOCIALISMO E LIBERDADE",86,1,"2012-10-07"
"1220","BA","FEIRA DE SANTANA","PSOL","PARTIDO SOCIALISMO E LIBERDADE",8376,1,"2012-10-07"
"1221","BA","ITAGIBÁ","PSOL","PARTIDO SOCIALISMO E LIBERDADE",82,1,"2012-10-07"
"1222","BA","ITAGIMIRIM","PSOL","PARTIDO SOCIALISMO E LIBERDADE",62,1,"2012-10-07"
"1223","BA","ITORORÓ","PSOL","PARTIDO SOCIALISMO E LIBERDADE",430,1,"2012-10-07"
"1224","BA","SALVADOR","PSOL","PARTIDO SOCIALISMO E LIBERDADE",1795,1,"2012-10-07"
"1225","BA","SANTO ANTÔNIO DE JESUS","PSOL","PARTIDO SOCIALISMO E LIBERDADE",597,1,"2012-10-07"
"1226","BA","SEABRA","PSOL","PARTIDO SOCIALISMO E LIBERDADE",150,1,"2012-10-07"
"1227","BA","SERRINHA","PSOL","PARTIDO SOCIALISMO E LIBERDADE",171,1,"2012-10-07"
"1228","BA","AMÉLIA RODRIGUES","PSD","PARTIDO SOCIAL DEMOCRÁTICO",0,0,"2012-10-07"
"1229","BA","BARREIRAS","PSD","PARTIDO SOCIAL DEMOCRÁTICO",22024,0,"2012-10-07"
"1230","BA","CANSANÇÃO","PSD","PARTIDO SOCIAL DEMOCRÁTICO",10312,0,"2012-10-07"
"1231","BA","CORONEL JOÃO SÁ","PSD","PARTIDO SOCIAL DEMOCRÁTICO",5175,0,"2012-10-07"
"1232","BA","ITAGUAÇU DA BAHIA","PSD","PARTIDO SOCIAL DEMOCRÁTICO",6027,0,"2012-10-07"
"1233","BA","OURIÇANGAS","PSD","PARTIDO SOCIAL DEMOCRÁTICO",2824,0,"2012-10-07"
"1234","BA","RIBEIRA DO POMBAL","PSD","PARTIDO SOCIAL DEMOCRÁTICO",14340,0,"2012-10-07"
"1235","BA","TANHAÇU","PSD","PARTIDO SOCIAL DEMOCRÁTICO",6526,0,"2012-10-07"
"1236","BA","VEREDA","PSD","PARTIDO SOCIAL DEMOCRÁTICO",3097,0,"2012-10-07"
"1237","BA","NORDESTINA","PSD","PARTIDO SOCIAL DEMOCRÁTICO",3632,0,"2012-10-07"
"1238","BA","NOVA IBIÁ","PSD","PARTIDO SOCIAL DEMOCRÁTICO",2677,0,"2012-10-07"
"1239","BA","CORRENTINA","PC DO B","PARTIDO COMUNISTA DO BRASIL",7989,0,"2012-10-07"
"1240","BA","SANTA INÊS","PC DO B","PARTIDO COMUNISTA DO BRASIL",2672,0,"2012-10-07"
"1241","BA","SANTA MARIA DA VITÓRIA","PC DO B","PARTIDO COMUNISTA DO BRASIL",721,0,"2012-10-07"
"1242","BA","SÃO SEBASTIÃO DO PASSÉ","PC DO B","PARTIDO COMUNISTA DO BRASIL",9034,0,"2012-10-07"
"1243","BA","RODELAS","PRB","PARTIDO REPUBLICANO BRASILEIRO",100,0,"2012-10-07"
"1244","BA","SALVADOR","PRB","PARTIDO REPUBLICANO BRASILEIRO",7037,0,"2012-10-07"
"1245","BA","SALVADOR","PRB","PARTIDO REPUBLICANO BRASILEIRO",5596,0,"2012-10-07"
"1246","BA","VERA CRUZ","PRB","PARTIDO REPUBLICANO BRASILEIRO",1805,0,"2012-10-07"
"1247","BA","WENCESLAU GUIMARÃES","PRB","PARTIDO REPUBLICANO BRASILEIRO",4271,0,"2012-10-07"
"1248","BA","COCOS","PP","PARTIDO PROGRESSISTA",5930,0,"2012-10-07"
"1249","BA","ESPLANADA","PP","PARTIDO PROGRESSISTA",189,0,"2012-10-07"
"1250","BA","LAURO DE FREITAS","PP","PARTIDO PROGRESSISTA",41875,0,"2012-10-07"
"1251","BA","URUÇUCA","PP","PARTIDO PROGRESSISTA",6080,0,"2012-10-07"
"1252","BA","VALENTE","PP","PARTIDO PROGRESSISTA",6887,0,"2012-10-07"
"1253","BA","FILADÉLFIA","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",5160,1,"2012-10-07"
"1254","BA","ÁGUA FRIA","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",4358,1,"2012-10-07"
"1255","BA","CORAÇÃO DE MARIA","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",2573,1,"2012-10-07"
"1256","BA","COTEGIPE","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",3527,1,"2012-10-07"
"1257","BA","GLÓRIA","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",4080,1,"2012-10-07"
"1258","BA","PRESIDENTE JÂNIO QUADROS","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",2861,1,"2012-10-07"
"1259","BA","VITÓRIA DA CONQUISTA","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",1856,1,"2012-10-07"
"1260","BA","AMARGOSA","PT","PARTIDO DOS TRABALHADORES",9009,1,"2012-10-07"
"1261","BA","CAMACAN","PT","PARTIDO DOS TRABALHADORES",930,1,"2012-10-07"
"1262","BA","CARINHANHA","PT","PARTIDO DOS TRABALHADORES",7332,1,"2012-10-07"
"1263","BA","CATU","PT","PARTIDO DOS TRABALHADORES",16347,1,"2012-10-07"
"1264","BA","FEIRA DE SANTANA","PT","PARTIDO DOS TRABALHADORES",11166,1,"2012-10-07"
"1265","BA","IRECÊ","PT","PARTIDO DOS TRABALHADORES",15975,1,"2012-10-07"
"1266","BA","JAGUARARI","PT","PARTIDO DOS TRABALHADORES",6072,1,"2012-10-07"
"1267","BA","MUQUÉM DO SÃO FRANCISCO","PT","PARTIDO DOS TRABALHADORES",3346,1,"2012-10-07"
"1268","BA","OURIÇANGAS","PT","PARTIDO DOS TRABALHADORES",2476,1,"2012-10-07"
"1269","BA","OUROLÂNDIA","PT","PARTIDO DOS TRABALHADORES",5318,1,"2012-10-07"
"1270","BA","REMANSO","PT","PARTIDO DOS TRABALHADORES",12112,1,"2012-10-07"
"1271","BA","RIO DO PIRES","PT","PARTIDO DOS TRABALHADORES",3874,1,"2012-10-07"
"1272","BA","SALVADOR","PT","PARTIDO DOS TRABALHADORES",19887,1,"2012-10-07"
"1273","BA","SALVADOR","PT","PARTIDO DOS TRABALHADORES",23501,1,"2012-10-07"
"1274","BA","SENTO SÉ","PT","PARTIDO DOS TRABALHADORES",9528,1,"2012-10-07"
"1275","BA","WENCESLAU GUIMARÃES","PTB","PARTIDO TRABALHISTA BRASILEIRO",67,0,"2012-10-07"
"1276","BA","JABORANDI","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",2476,0,"2012-10-07"
"1277","BA","CAATIBA","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",0,0,"2012-10-07"
"1278","BA","CANAVIEIRAS","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",8213,0,"2012-10-07"
"1279","BA","CORONEL JOÃO SÁ","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",5071,0,"2012-10-07"
"1280","BA","VERA CRUZ","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",579,0,"2012-10-07"
"1281","BA","SÃO GABRIEL","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",5947,0,"2012-10-07"
"1282","BA","CONDE","PTN","PARTIDO TRABALHISTA NACIONAL",6683,0,"2012-10-07"
"1283","BA","RUY BARBOSA","PTN","PARTIDO TRABALHISTA NACIONAL",7289,0,"2012-10-07"
"1284","BA","LAJEDINHO","PR","PARTIDO DA REPÚBLICA",577,0,"2012-10-07"
"1285","BA","BREJOLÂNDIA","DEM","DEMOCRATAS",3428,0,"2012-10-07"
"1286","BA","IGUAÍ","DEM","DEMOCRATAS",7836,0,"2012-10-07"
"1287","BA","ITABUNA","DEM","DEMOCRATAS",24865,0,"2012-10-07"
"1288","BA","SALVADOR","DEM","DEMOCRATAS",36496,0,"2012-10-07"
"1289","BA","CANDEAL","PMN","PARTIDO DA MOBILIZAÇÃO NACIONAL",105,1,"2012-10-07"
"1290","BA","CHORROCHÓ","PTC","PARTIDO TRABALHISTA CRISTÃO",2953,0,"2012-10-07"
"1291","BA","COARACI","PTC","PARTIDO TRABALHISTA CRISTÃO",85,0,"2012-10-07"
"1292","BA","GONGOGI","PTC","PARTIDO TRABALHISTA CRISTÃO",1418,0,"2012-10-07"
"1293","BA","ABAÍRA","PSB","PARTIDO SOCIALISTA BRASILEIRO",2941,1,"2012-10-07"
"1294","BA","BOM JESUS DA LAPA","PSB","PARTIDO SOCIALISTA BRASILEIRO",825,1,"2012-10-07"
"1295","BA","CANDIBA","PSB","PARTIDO SOCIALISTA BRASILEIRO",4073,1,"2012-10-07"
"1296","BA","ITUAÇU","PSB","PARTIDO SOCIALISTA BRASILEIRO",7115,1,"2012-10-07"
"1297","BA","ALCOBAÇA","PV","PARTIDO VERDE",7462,1,"2012-10-07"
"1298","BA","ARACATU","PV","PARTIDO VERDE",5011,1,"2012-10-07"
"1299","BA","JEQUIÉ","PV","PARTIDO VERDE",5514,1,"2012-10-07"
"1300","BA","SAPEAÇU","PV","PARTIDO VERDE",913,1,"2012-10-07"
"1301","BA","IBIRAPUÃ","PRP","PARTIDO REPUBLICANO PROGRESSISTA",2590,0,"2012-10-07"
"1302","BA","NOVA IBIÁ","PRP","PARTIDO REPUBLICANO PROGRESSISTA",1586,0,"2012-10-07"
"1303","BA","CAPIM GROSSO","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",9110,0,"2012-10-07"
"1304","BA","CAETITÉ","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",13470,0,"2012-10-07"
"1305","BA","CAFARNAUM","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",5117,0,"2012-10-07"
"1306","BA","MUNDO NOVO","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",5064,0,"2012-10-07"
"1307","BA","ILHÉUS","PSOL","PARTIDO SOCIALISMO E LIBERDADE",11371,1,"2012-10-07"
"1308","BA","RIACHÃO DAS NEVES","PSOL","PARTIDO SOCIALISMO E LIBERDADE",117,1,"2012-10-07"
"1309","BA","SENHOR DO BONFIM","PSOL","PARTIDO SOCIALISMO E LIBERDADE",281,1,"2012-10-07"
"1310","BA","FÁTIMA","PSD","PARTIDO SOCIAL DEMOCRÁTICO",3637,0,"2012-10-07"
"1311","BA","COTEGIPE","PSD","PARTIDO SOCIAL DEMOCRÁTICO",5024,0,"2012-10-07"
"1312","BA","ITAJUÍPE","PSD","PARTIDO SOCIAL DEMOCRÁTICO",5553,0,"2012-10-07"
"1313","BA","MURITIBA","PSD","PARTIDO SOCIAL DEMOCRÁTICO",6968,0,"2012-10-07"
"1314","BA","PLANALTINO","PSD","PARTIDO SOCIAL DEMOCRÁTICO",2372,0,"2012-10-07"
"1315","BA","PORTO SEGURO","PSD","PARTIDO SOCIAL DEMOCRÁTICO",20622,0,"2012-10-07"
"1316","BA","RIBEIRA DO AMPARO","PSD","PARTIDO SOCIAL DEMOCRÁTICO",4019,0,"2012-10-07"
"1317","BA","HELIÓPOLIS","PC DO B","PARTIDO COMUNISTA DO BRASIL",4064,0,"2012-10-07"
"1318","BA","PRADO","PC DO B","PARTIDO COMUNISTA DO BRASIL",5378,0,"2012-10-07"
"1319","BA","REMANSO","PC DO B","PARTIDO COMUNISTA DO BRASIL",9639,0,"2012-10-07"
"1320","BA","SÃO FRANCISCO DO CONDE","PC DO B","PARTIDO COMUNISTA DO BRASIL",252,0,"2012-10-07"
"1321","BA","CORAÇÃO DE MARIA","PRB","PARTIDO REPUBLICANO BRASILEIRO",85,0,"2012-10-07"
"1322","BA","IPUPIARA","PRB","PARTIDO REPUBLICANO BRASILEIRO",3361,0,"2012-10-07"
"1323","BA","CAETANOS","PP","PARTIDO PROGRESSISTA",0,0,"2012-10-07"
"1324","BA","GANDU","PP","PARTIDO PROGRESSISTA",6897,0,"2012-10-07"
"1325","BA","ITARANTIM","PP","PARTIDO PROGRESSISTA",4318,0,"2012-10-07"
"1326","BA","JEQUIÉ","PP","PARTIDO PROGRESSISTA",34280,0,"2012-10-07"
"1327","BA","JEQUIÉ","PP","PARTIDO PROGRESSISTA",24315,0,"2012-10-07"
"1328","BA","MASCOTE","PP","PARTIDO PROGRESSISTA",3629,0,"2012-10-07"
"1329","BA","PIATÃ","PP","PARTIDO PROGRESSISTA",5667,0,"2012-10-07"
"1330","BA","PONTO NOVO","PP","PARTIDO PROGRESSISTA",4560,0,"2012-10-07"
"1331","BA","SANTANA","PP","PARTIDO PROGRESSISTA",7743,0,"2012-10-07"
"1332","BA","AMARGOSA","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",0,1,"2012-10-07"
"1333","BA","ARAMARI","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",3091,1,"2012-10-07"
"1334","BA","CANÁPOLIS","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",2995,1,"2012-10-07"
"1335","BA","CARINHANHA","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",7129,1,"2012-10-07"
"1336","BA","FORMOSA DO RIO PRETO","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",5150,1,"2012-10-07"
"1337","BA","JEQUIÉ","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",4611,1,"2012-10-07"
"1338","BA","LENÇÓIS","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",107,1,"2012-10-07"
"1339","BA","MARACÁS","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",6250,1,"2012-10-07"
"1340","BA","TERRA NOVA","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",3616,1,"2012-10-07"
"1341","BA","UTINGA","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",199,1,"2012-10-07"
"1342","BA","ALAGOINHAS","PT","PARTIDO DOS TRABALHADORES",10092,1,"2012-10-07"
"1343","BA","BROTAS DE MACAÚBAS","PT","PARTIDO DOS TRABALHADORES",3476,1,"2012-10-07"
"1344","BA","CALDEIRÃO GRANDE","PT","PARTIDO DOS TRABALHADORES",3847,1,"2012-10-07"
"1345","BA","CANARANA","PT","PARTIDO DOS TRABALHADORES",7753,1,"2012-10-07"
"1346","BA","FEIRA DE SANTANA","PT","PARTIDO DOS TRABALHADORES",13161,1,"2012-10-07"
"1347","BA","LAJEDÃO","PT","PARTIDO DOS TRABALHADORES",119,1,"2012-10-07"
"1348","BA","MARAGOGIPE","PT","PARTIDO DOS TRABALHADORES",10387,1,"2012-10-07"
"1349","BA","MIGUEL CALMON","PT","PARTIDO DOS TRABALHADORES",6518,1,"2012-10-07"
"1350","BA","MORPARÁ","PT","PARTIDO DOS TRABALHADORES",2797,1,"2012-10-07"
"1351","BA","SANTALUZ","PT","PARTIDO DOS TRABALHADORES",537,1,"2012-10-07"
"1352","BA","SANTO ANTÔNIO DE JESUS","PT","PARTIDO DOS TRABALHADORES",2500,1,"2012-10-07"
"1353","BA","VALENÇA","PT","PARTIDO DOS TRABALHADORES",10799,1,"2012-10-07"
"1354","BA","ADUSTINA","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",4898,0,"2012-10-07"
"1355","BA","ITABELA","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",4252,0,"2012-10-07"
"1356","BA","MURITIBA","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",1157,0,"2012-10-07"
"1357","BA","PONTO NOVO","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",0,0,"2012-10-07"
"1358","BA","PORTO SEGURO","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",17240,0,"2012-10-07"
"1359","BA","SALVADOR","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",6917,0,"2012-10-07"
"1360","BA","SALVADOR","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",5880,0,"2012-10-07"
"1361","BA","SÃO DESIDÉRIO","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",9576,0,"2012-10-07"
"1362","BA","SERRA PRETA","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",7467,0,"2012-10-07"
"1363","BA","CAMAÇARI","PSTU","PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO",143,1,"2012-10-07"
"1364","BA","RIACHÃO DO JACUÍPE","PSL","PARTIDO SOCIAL LIBERAL",126,0,"2012-10-07"
"1365","BA","ARACATU","PR","PARTIDO DA REPÚBLICA",4826,0,"2012-10-07"
"1366","BA","BOA NOVA","PR","PARTIDO DA REPÚBLICA",3577,0,"2012-10-07"
"1367","BA","CORIBE","PR","PARTIDO DA REPÚBLICA",4909,0,"2012-10-07"
"1368","BA","VITÓRIA DA CONQUISTA","PPS","PARTIDO POPULAR SOCIALISTA",431,0,"2012-10-07"
"1369","BA","VITÓRIA DA CONQUISTA","PPS","PARTIDO POPULAR SOCIALISTA",123,0,"2012-10-07"
"1370","BA","FEIRA DE SANTANA","DEM","DEMOCRATAS",43928,0,"2012-10-07"
"1371","BA","LICÍNIO DE ALMEIDA","DEM","DEMOCRATAS",3348,0,"2012-10-07"
"1372","BA","SALVADOR","DEM","DEMOCRATAS",29301,0,"2012-10-07"
"1373","BA","SALVADOR","DEM","DEMOCRATAS",24329,0,"2012-10-07"
"1374","BA","BUERAREMA","PRTB","PARTIDO RENOVADOR TRABALHISTA BRASILEIRO",3139,0,"2012-10-07"
"1375","BA","ACAJUTIBA","PTC","PARTIDO TRABALHISTA CRISTÃO",4568,0,"2012-10-07"
"1376","BA","ARAMARI","PTC","PARTIDO TRABALHISTA CRISTÃO",111,0,"2012-10-07"
"1377","BA","AMARGOSA","PSB","PARTIDO SOCIALISTA BRASILEIRO",9487,1,"2012-10-07"
"1378","BA","ITAJUÍPE","PSB","PARTIDO SOCIALISTA BRASILEIRO",6285,1,"2012-10-07"
"1379","BA","PAULO AFONSO","PSB","PARTIDO SOCIALISTA BRASILEIRO",91,1,"2012-10-07"
"1380","BA","UBAITABA","PSB","PARTIDO SOCIALISTA BRASILEIRO",4773,1,"2012-10-07"
"1381","BA","BARRA DA ESTIVA","PV","PARTIDO VERDE",7217,1,"2012-10-07"
"1382","BA","BOM JESUS DA LAPA","PV","PARTIDO VERDE",18009,1,"2012-10-07"
"1383","BA","IBICARAÍ","PRP","PARTIDO REPUBLICANO PROGRESSISTA",0,0,"2012-10-07"
"1384","BA","UMBURANAS","PRP","PARTIDO REPUBLICANO PROGRESSISTA",4111,0,"2012-10-07"
"1385","BA","PINDAÍ","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",5427,0,"2012-10-07"
"1386","BA","CANDEIAS","PSOL","PARTIDO SOCIALISMO E LIBERDADE",86,1,"2012-10-07"
"1387","BA","FEIRA DE SANTANA","PSOL","PARTIDO SOCIALISMO E LIBERDADE",7262,1,"2012-10-07"
"1388","BA","JUAZEIRO","PSOL","PARTIDO SOCIALISMO E LIBERDADE",447,1,"2012-10-07"
"1389","BA","MALHADA","PSOL","PARTIDO SOCIALISMO E LIBERDADE",8,1,"2012-10-07"
"1390","BA","SALVADOR","PSOL","PARTIDO SOCIALISMO E LIBERDADE",1701,1,"2012-10-07"
"1391","BA","SALVADOR","PSOL","PARTIDO SOCIALISMO E LIBERDADE",1529,1,"2012-10-07"
"1392","BA","CANDEIAS","PPL","PARTIDO PÁTRIA LIVRE",40,0,"2012-10-07"
"1393","BA","BOM JESUS DA SERRA","PSD","PARTIDO SOCIAL DEMOCRÁTICO",3596,0,"2012-10-07"
"1394","BA","DÁRIO MEIRA","PSD","PARTIDO SOCIAL DEMOCRÁTICO",2138,0,"2012-10-07"
"1395","BA","IBIQUERA","PSD","PARTIDO SOCIAL DEMOCRÁTICO",1484,0,"2012-10-07"
"1396","BA","IRAMAIA","PSD","PARTIDO SOCIAL DEMOCRÁTICO",3506,0,"2012-10-07"
"1397","BA","ITAMARAJU","PSD","PARTIDO SOCIAL DEMOCRÁTICO",16791,0,"2012-10-07"
"1398","BA","JUCURUÇU","PSD","PARTIDO SOCIAL DEMOCRÁTICO",4030,0,"2012-10-07"
"1399","BA","MORRO DO CHAPÉU","PSD","PARTIDO SOCIAL DEMOCRÁTICO",8226,0,"2012-10-07"
"1400","BA","SANTANÓPOLIS","PSD","PARTIDO SOCIAL DEMOCRÁTICO",3710,0,"2012-10-07"
"1401","BA","SÃO JOSÉ DO JACUÍPE","PSD","PARTIDO SOCIAL DEMOCRÁTICO",2802,0,"2012-10-07"
"1402","BA","SÃO MIGUEL DAS MATAS","PSD","PARTIDO SOCIAL DEMOCRÁTICO",3278,0,"2012-10-07"
"1403","BA","SERRA PRETA","PC DO B","PARTIDO COMUNISTA DO BRASIL",4624,0,"2012-10-07"
"1404","BA","COARACI","PRB","PARTIDO REPUBLICANO BRASILEIRO",851,0,"2012-10-07"
"1405","BA","ITABELA","PRB","PARTIDO REPUBLICANO BRASILEIRO",2228,0,"2012-10-07"
"1406","BA","SALVADOR","PRB","PARTIDO REPUBLICANO BRASILEIRO",4480,0,"2012-10-07"
"1407","BA","ANGUERA","PP","PARTIDO PROGRESSISTA",2666,0,"2012-10-07"
"1408","BA","BARREIRAS","PP","PARTIDO PROGRESSISTA",23108,0,"2012-10-07"
"1409","BA","JUCURUÇU","PP","PARTIDO PROGRESSISTA",2448,0,"2012-10-07"
"1410","BA","MALHADA DE PEDRAS","PP","PARTIDO PROGRESSISTA",2680,0,"2012-10-07"
"1411","BA","MUCURI","PP","PARTIDO PROGRESSISTA",7275,0,"2012-10-07"
"1412","BA","ADUSTINA","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",3859,1,"2012-10-07"
"1413","BA","ANTAS","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",4264,1,"2012-10-07"
"1414","BA","ANTÔNIO CARDOSO","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",4009,1,"2012-10-07"
"1415","BA","CANSANÇÃO","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",8035,1,"2012-10-07"
"1416","BA","CONCEIÇÃO DO ALMEIDA","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",5652,1,"2012-10-07"
"1417","BA","CRISTÓPOLIS","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",4444,1,"2012-10-07"
"1418","BA","MACARANI","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",4376,1,"2012-10-07"
"1419","BA","MUCUGÊ","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",2737,1,"2012-10-07"
"1420","BA","BOA VISTA DO TUPIM","PT","PARTIDO DOS TRABALHADORES",5266,1,"2012-10-07"
"1421","BA","CAIRU","PT","PARTIDO DOS TRABALHADORES",3956,1,"2012-10-07"
"1422","BA","CIPÓ","PT","PARTIDO DOS TRABALHADORES",4489,1,"2012-10-07"
"1423","BA","CONDE","PT","PARTIDO DOS TRABALHADORES",3764,1,"2012-10-07"
"1424","BA","SANTA RITA DE CÁSSIA","PT","PARTIDO DOS TRABALHADORES",4439,1,"2012-10-07"
"1425","BA","ITABUNA","PT","PARTIDO DOS TRABALHADORES",8107,1,"2012-10-07"
"1426","BA","MARACÁS","PT","PARTIDO DOS TRABALHADORES",8017,1,"2012-10-07"
"1427","BA","MUTUÍPE","PT","PARTIDO DOS TRABALHADORES",6338,1,"2012-10-07"
"1428","BA","PEDRÃO","PT","PARTIDO DOS TRABALHADORES",115,1,"2012-10-07"
"1429","BA","QUEIMADAS","PT","PARTIDO DOS TRABALHADORES",5014,1,"2012-10-07"
"1430","BA","SALVADOR","PT","PARTIDO DOS TRABALHADORES",15453,1,"2012-10-07"
"1431","BA","SANTA BÁRBARA","PT","PARTIDO DOS TRABALHADORES",5962,1,"2012-10-07"
"1432","BA","SANTA CRUZ CABRÁLIA","PT","PARTIDO DOS TRABALHADORES",4342,1,"2012-10-07"
"1433","BA","SANTA TEREZINHA","PT","PARTIDO DOS TRABALHADORES",4158,1,"2012-10-07"
"1434","BA","SEABRA","PT","PARTIDO DOS TRABALHADORES",906,1,"2012-10-07"
"1435","BA","TUCANO","PT","PARTIDO DOS TRABALHADORES",14517,1,"2012-10-07"
"1436","BA","VÁRZEA NOVA","PT","PARTIDO DOS TRABALHADORES",3031,1,"2012-10-07"
"1437","BA","ARAMARI","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",1806,0,"2012-10-07"
"1438","BA","MACARANI","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",5608,0,"2012-10-07"
"1439","BA","PIRAÍ DO NORTE","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",2287,0,"2012-10-07"
"1440","BA","POTIRAGUÁ","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",3118,0,"2012-10-07"
"1441","BA","SALVADOR","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",5508,0,"2012-10-07"
"1442","BA","SALVADOR","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",8085,0,"2012-10-07"
"1443","BA","SALVADOR","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",6730,0,"2012-10-07"
"1444","BA","SIMÕES FILHO","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",25031,0,"2012-10-07"
"1445","BA","TAPIRAMUTÁ","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",2989,0,"2012-10-07"
"1446","BA","ITABUNA","PSTU","PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO",560,1,"2012-10-07"
"1447","BA","JUAZEIRO","PSL","PARTIDO SOCIAL LIBERAL",2287,0,"2012-10-07"
"1448","BA","ALAGOINHAS","PSC","PARTIDO SOCIAL CRISTÃO",2597,0,"2012-10-07"
"1449","BA","MONTE SANTO","PSC","PARTIDO SOCIAL CRISTÃO",12773,0,"2012-10-07"
"1450","BA","CANARANA","PR","PARTIDO DA REPÚBLICA",5400,0,"2012-10-07"
"1451","BA","JAGUARARI","PPS","PARTIDO POPULAR SOCIALISTA",0,0,"2012-10-07"
"1452","BA","ARATUÍPE","DEM","DEMOCRATAS",70,0,"2012-10-07"
"1453","BA","CAMAMU","DEM","DEMOCRATAS",0,0,"2012-10-07"
"1454","BA","IPIRÁ","DEM","DEMOCRATAS",14842,0,"2012-10-07"
"1455","BA","SALVADOR","DEM","DEMOCRATAS",26726,0,"2012-10-07"
"1456","BA","SALVADOR","DEM","DEMOCRATAS",28556,0,"2012-10-07"
"1457","BA","SALVADOR","DEM","DEMOCRATAS",37692,0,"2012-10-07"
